35.68116457901093, 139.68213378705784, 'Bad'
35.6810038, 139.68218299999998, 'Bad'
35.6810038, 139.68218299999998, 'Bad'
35.6810133, 139.6823877, 'Bad'
35.68102239999999, 139.68249, 'Bad'
35.6810316, 139.6825352, 'Bad'
35.681041, 139.682558, 'Bad'
35.6810688, 139.6825922, 'Bad'
35.681142699999995, 139.6826377, 'Bad'
35.68117050000001, 139.6826716, 'Bad'
35.681225999999995, 139.68284210000002, 'Bad'
35.681225999999995, 139.68284210000002, 'Bad'
35.6810133, 139.68302409999998, 'Bad'
35.6810133, 139.68302409999998, 'Bad'
35.680679999999995, 139.68244439999998, 'Bad'
35.680679999999995, 139.68244439999998, 'Bad'
35.68058719999999, 139.68231939999998, 'Bad'
35.6805316, 139.6822172, 'Bad'
35.6805039, 139.6821492, 'Bad'
35.6805039, 139.6821492, 'Bad'
35.679837299999996, 139.682933, 'Bad'
35.67971699999999, 139.6830352, 'Bad'
35.679661499999995, 139.6830694, 'Bad'
35.679661499999995, 139.6830694, 'Bad'
35.6798468, 139.6835127, 'Bad'
35.6798468, 139.6835127, 'Bad'
35.68005949999999, 139.6840921, 'Bad'
35.67244060887602, 139.68917497844365, 'Bad'
35.6723201, 139.6891147, 'Bad'
35.6723201, 139.6891147, 'Bad'
35.672218099999995, 139.68939880000002, 'Bad'
35.672134799999995, 139.6895691, 'Bad'
35.6720146, 139.6899554, 'Bad'
35.6720146, 139.6899554, 'Bad'
35.6717368, 139.6899555, 'Bad'
35.6709683, 139.6899441, 'Bad'
35.6706072, 139.68972829999998, 'Bad'
35.6706072, 139.68972829999998, 'Bad'
35.6704314, 139.690126, 'Bad'
35.6704314, 139.690126, 'Bad'
35.6704128, 139.6901599, 'Bad'
35.6704128, 139.6901599, 'Bad'
35.6702831, 139.6904327, 'Bad'
35.6702831, 139.6904327, 'Bad'
